thekingoffighters2001	The King of Fighters 2001	Luta	2002	SNK
thekingoffighters2002	The King of Fighters 2002	Luta	2002	SNK
thelastblade	The Last Blade	Luta	1997	SNK
thelastblade2	The Last Blade 2	Luta	1998	SNK
thelostgolem	The Lost Golem	Puzzle	2000	
thenexttetris	The Next Tetris	Puzzle	1999	Blue Planet Software
thenexttetrisonlineedition	The Next Tetris: On-line Edition	Puzzle		Blue Planet Software
thenomadsoul	The Nomad Soul	Luta	1999	Quantic Dream
therenaisimulation2fureai	The Ren'ai Simulation 2: Fureai		2001	
theringterrorsrealm	The Ring: Terror's Realm	Aventura	2000	Asmik Ace Entertainment
thesuperspy	The Super Spy	Luta	1990	SNK
thetypingofthedead	The Typing of the Dead	Aventura	1999	Sega Wow
timestalkers	Time Stalkers	RPG	1999	Climax Entertainment
tokyobusguide	Tokyo Bus Guide	Simulacao	1999	
tokyoxtremeracer	Tokyo Xtreme Racer	Corrida	1999	Genki
tokyoxtremeracer2	Tokyo Xtreme Racer 2	Corrida	2000	Genki
tomclancysrainbowsix	Tom Clancy's Rainbow Six	Tiro	1998	Red Storm Entertainment
tomclancysrainbowsixroguespear	Tom Clancy's Rainbow Six: Rogue Spear	Tiro	1999	Red Storm Entertainment
tombraider	Tomb Raider	Aventura	1996	Core Design
tombraiderchronicles	Tomb Raider: Chronicles	Aventura	2000	Core Design
tombraiderthelastrevelation	Tomb Raider: The Last Revelation	Aventura	1999	Core Design
tonyhawksproskater	Tony Hawk's Pro Skater	Esporte	1999	Neversoft
tonyhawksproskater2	Tony Hawk's Pro Skater 2		2000	Neversoft
toycommander	Toy Commander	Aventura	1999	No Cliché
toyracer	Toy Racer	Corrida	2000	No Cliché
toystory2buzzlightyeartotherescue	Toy Story 2: Buzz Lightyear to the Rescue	Plataforma	1999	Traveller's Tales
treasurestrike	Treasure Strike	Acao	2000	h.a.n.d.
trickstyle	TrickStyle	Esporte	1999	Criterion Games
triggerheartexelica	Triggerheart Exelica	Tiro	2007	Warashi
trizeal	Trizeal	Tiro	2005	Triangle Service
tsukiwahigashinihiwanishini	Tsuki wa Higashi ni Hi wa Nishi ni	Aventura	2003	
twinbeetaisenpuzzledama	TwinBee Taisen Puzzle-Dama	Puzzle	1994	
twinklestarsprites	Twinkle Star Sprites	Tiro	1996	ADK
uefadreamsoccer	UEFA Dream Soccer		2000	Silicon Dreams Studios
ultimatefightingchampionship	Ultimate Fighting Championship	Luta	2000	Anchor Inc.
ultimatepropinball	Ultimate Pro Pinball			
underdefeat	Under Defeat	Tiro	2005	G.rev
undercoverad2025kei	Undercover AD2025 Kei		2000	
unrealtournament	Unreal Tournament	Tiro	1999	Epic Games
urbanchaos	Urban Chaos	Aventura	1999	Mucky Foot Productions
vampirechronicleformatchingservice	Vampire Chronicle for Matching Service	Luta	2000	
vanishingpoint	Vanishing Point	Corrida	2000	
vigilante82ndoffense	Vigilante 8: 2nd Offense	Acao	1999	Luxoflux
virtuacop	Virtua Cop	Tiro	1994	Sega AM2
virtuacop2	Virtua Cop 2	Tiro	1996	Sega AM2
virtuafighter3	Virtua Fighter 3	Luta	1996	Sega AM2
virtuastriker2	Virtua Striker 2		1997	
virtuatennis	Virtua Tennis		1999	
virtuatennis2	Virtua Tennis 2		2001	
wwfattitude	WWF Attitude	Luta	1999	Acclaim Studios Austin
wwfroyalrumble	WWF Royal Rumble	Luta	2000	Sega
wackyraces	Wacky Races	Corrida	2000	
waltdisneyworldquestmagicalracingtour	Walt Disney World Quest: Magical Racing Tour	Corrida	2000	Crystal Dynamics
wetrix	Wetrix	Puzzle	1998	
whowantstobeamillionaire	Who Wants To Be A Millionaire		1999	Jellyvision
whowantstobeatupamillionaire	Who Wants to Beat Up a Millionaire?	Puzzle	2000	Hypnotix
wildmetalcountry	Wild Metal Country	Acao	1999	DMA Design
williamsarcadesgreatesthits	Williams Arcade's Greatest Hits	Acao	1996	
windandwaterpuzzlebattles	Wind and Water: Puzzle Battles	Puzzle	2007	
windabreathofheart	Wind: A Breath of Heart	Aventura		Minori
windowsembeddedcompact	Windows Embedded Compact			Microsoft
worldseriesbaseball	World Series Baseball			
worldseriesbaseball2k1	World Series Baseball 2K1		2000	Sega Wow
worldseriesbaseball2k2	World Series Baseball 2K2		2001	Visual Concepts
worldwidesoccereuroedition	Worldwide Soccer: Euro Edition			
wormsarmageddon	Worms Armageddon	Estrategia	1999	Team17
wormsworldparty	Worms World Party	Estrategia	2001	Team17
xtremesports	Xtreme Sports	Esporte	2000	WayForward Technologies
yukigatari	Yukigatari	Aventura	2001	
zerogunner2	Zero Gunner 2	Tiro	2001	Psikyo
zombierevenge	Zombie Revenge	Luta	1999	Sega
zusarvasar	Zusar Vasar	Corrida	2000	
despiria	deSpiria		2000	
idtech2	id Tech 2			id Software
idtech3	id Tech 3			id Software
popnmusic2	pop'n music 2	Ritmo	1999	
gamiichirfuntkisakurataisenkayshkurenaitokageyori	"Ōgami Ichirō Funtō-ki: Sakura Taisen Kayō Shō \""Kurenai Tokage\"" yori"	Aventura	2000	
